time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Event
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,154,7.7,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.01045227,-0.1684875,-1.054703,13.09366,6.385864,-42.75775,297.2152,306.5471,10,-0.2488522,-0.04057645,-0.04960324,-2.993066,-0.05199519,0.1232215,-0.1983142,-0.009768556,0.02247292,0.04489435,-0.03417928,0.02003781,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,155,7.75,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.02528381,-0.1446838,-1.214325,12.91911,6.838043,-42.72394,298.2689,307.6007,10,-0.1828284,-0.1450355,-0.1442203,-2.995323,-0.06176856,0.109664,-0.1555918,-0.1311549,-0.08670546,0.01306441,-0.07733852,-0.2327257,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,156,7.8,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.09927368,-0.02233887,-1.357452,12.67474,7.290222,-42.9603,298.4054,307.7372,10,-0.02713868,0.1931407,-0.2898512,-3.003969,-0.06241088,0.1095161,0.2137438,0.1647907,-0.3022051,0.02117946,0.04643109,-0.2738258,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,157,7.85,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.02928162,-0.09637451,-0.9259644,12.63985,6.698883,-43.26419,298.2543,307.5862,10,0.4041616,-0.1990249,0.02136974,-3.01372,-0.05760773,0.1139518,0.2066823,-0.1660741,0.03036208,-0.06108367,-0.0584901,-0.1194617,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,158,7.9,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.2990112,0.08058167,-1.123672,12.57001,6.072784,-43.93936,297.4976,306.8294,10,0.4273646,-0.05772055,-0.4794388,-3.014555,-0.0629264,0.1314348,0.6377594,-0.129675,-0.2283265,0.05570492,0.155837,0.01837392,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,159,7.95,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.2857513,-0.3336945,-0.9511414,12.70967,6.629333,-45.01968,299.4304,308.7622,10,-0.9337751,-0.1031959,-0.7179648,-3.061572,-0.05610492,0.1199496,-0.8168139,-0.03641988,-0.8160605,-0.3327704,-0.2263767,0.144054,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,160,8,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.08370972,0.03382874,-1.166733,13.05878,8.646759,-45.42484,300.8418,310.1736,10,-0.1682263,0.03681501,-0.2500892,-3.08804,-0.05884167,0.08810539,-0.5350237,-0.125468,-0.3656785,-0.09103281,-0.1283324,-0.03283967,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,161,8.05,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.07055664,0.187088,-0.9548645,12.43039,9.759827,-45.28983,301.6591,310.991,10,0.2817353,0.1940515,-0.3472751,-3.102386,-0.05371571,0.08790216,0.2783392,0.1898782,-0.2886499,-0.03117317,0.3177084,-0.08047774,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,162,8.1,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.03860474,-0.07759094,-0.686676,12.5002,9.203247,-45.22229,301.2443,310.5761,10,0.1282514,0.07567106,-0.3947662,-3.117689,-0.04480793,0.1023685,0.276162,0.1263306,-0.395932,-0.01664456,0.1882952,0.1704022,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,163,8.150001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.02165222,-0.1945953,-0.6792603,11.73216,8.925049,-45.28979,303.3104,312.6422,10,-0.1298198,0.0632863,-0.4131293,-3.13873,-0.03845542,0.1107508,-0.0059989,0.05796751,-0.4057246,0.05043269,-0.06954443,0.3569997,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,164,8.2,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.000915527,-0.2086029,-0.8289795,11.76709,9.377197,-45.25601,304.3985,313.7303,10,-0.2675585,0.0840704,-0.3620586,3.127462,-0.03335553,0.1051484,-0.2224243,0.07944828,-0.3526974,0.02133959,-0.1171674,0.2911498,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,165,8.25,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.068573,-0.1508026,-1.154999,12.46529,9.794586,-44.58081,304.0609,313.3928,10,-0.1483197,0.1917841,-0.2518783,3.109004,-0.02595527,0.09430476,-0.1559667,0.1448568,-0.2800966,-0.04505529,-0.07201842,-0.001101354,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,166,8.3,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.06799316,-0.198349,-1.234512,13.51262,10.49023,-45.12097,304.2643,313.5961,10,-0.2170831,0.1447607,-0.2218549,3.099969,-0.01461539,0.09058473,-0.1221256,0.2814208,-0.1753759,-0.06280711,-0.1136864,-0.2317454,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,167,8.35,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.03791809,-0.1758575,-1.665192,14.28065,10.28156,-45.25601,303.1381,312.4699,10,0.03845205,0.1326742,-0.3580812,3.086462,-0.004864202,0.08509306,0.166547,0.1627497,-0.3375178,0.01433755,-0.003098581,-0.3779739,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,168,8.400001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.2662811,0.2147675,-1.132812,14.45518,10.87286,-45.89752,304.1551,313.4869,10,0.3307803,-0.2570779,-0.139523,3.066979,-0.00793703,0.08321594,0.1736046,-0.2721408,-0.16392,0.2143762,0.2535759,-0.1229987,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,169,8.45,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.05197144,0.01486206,-1.061859,13.79189,10.42065,-45.59363,304.0226,313.3545,10,0.418206,-0.05261714,-0.1363078,3.062352,-0.01505045,0.1067433,0.6760952,-0.07132752,-0.1026858,0.1315261,0.2725105,-0.1987669,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,170,8.5,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.0932312,-0.1372223,-0.9725952,13.26822,9.620605,-45.76245,305.7995,315.1313,10,-0.1233701,-0.1333296,-0.1052558,3.058401,-0.01655315,0.1228539,0.30585,-0.0631796,-0.1338784,0.04070437,0.1018847,0.00465608,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:45.,171,8.55,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.1440887,-0.01008606,-1.052292,12.95403,9.238007,-45.79623,305.3796,314.7114,10,-0.4354652,-0.2989052,0.5208722,3.060087,-0.02653582,0.1031592,-0.6353392,-0.2257068,0.3133506,0.1926819,-0.05174783,0.008692149,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,172,8.6,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.02561951,0.1598206,-0.9184723,12.53508,9.516296,-46.26889,304.5957,313.9276,10,0.2697495,-0.2049705,0.5148814,3.089502,-0.04433748,0.09083895,0.2135934,-0.2490453,0.5878187,0.1024135,0.3103949,-0.09071878,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,173,8.650001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.05322266,-0.05293274,-0.7241669,12.29073,9.829376,-45.89755,304.3673,313.6992,10,0.3570596,-0.1692106,0.2203603,3.109623,-0.05329094,0.106864,0.4599412,-0.121832,0.334899,-0.000306562,0.111864,0.2162116,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,174,8.7,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.0199585,-0.1878815,-0.7236023,12.95403,8.611908,-46.40393,302.374,311.7058,10,0.1574554,-0.1699187,0.1442778,3.122132,-0.06377373,0.1257941,0.2425365,-0.179841,0.1526245,0.01259827,-0.03031443,0.3087919,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,175,8.75,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.04724121,-0.2033081,-0.7795563,12.29073,7.394501,-46.97784,301.3093,310.6411,10,-0.06220958,-0.007946873,0.1374399,3.130449,-0.07036249,0.1321622,0.08588598,-0.0721572,0.1971524,0.0367171,-0.07806107,0.2043263,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,176,8.8,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.02406311,-0.1419678,-1.040985,12.74458,6.594452,-46.94409,299.0253,308.3571,10,0.01240021,0.09523038,0.1362015,3.138741,-0.07043616,0.1316202,0.03210418,0.08588807,0.1489994,0.02075797,-0.03482088,0.06829914,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,177,8.85,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.009124756,-0.2055511,-1.152008,12.63986,6.490082,-46.70779,299.5735,308.9054,10,-0.1893792,-0.01539041,0.09564583,-3.138036,-0.06788086,0.1324553,-0.04733296,0.04504874,0.1330107,0.06013927,-0.01539263,-0.1239725,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,178,8.900001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.06085205,-0.1248627,-1.362991,12.63985,6.211823,-46.1001,298.5506,307.8824,10,0.07013381,0.1850625,-0.00888324,-3.132404,-0.06909015,0.1234165,-0.1518911,0.08016089,0.08753153,0.07682615,-0.04990074,-0.1780036,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,179,8.95,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.02578735,-0.1891479,-1.05278,12.8493,6.768341,-46.37012,299.0743,308.4061,10,-0.07463216,0.00202347,0.359682,-3.131102,-0.06106496,0.1195185,-0.3045583,0.1450605,0.15161,-0.1239939,-0.07710073,-0.38284,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,180,9,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.3653259,0.1325378,-1.277298,13.40787,6.490082,-46.43762,298.4996,307.8314,10,0.4535409,-0.1079142,-0.1660659,-3.115946,-0.06333613,0.1308687,0.5389094,-0.1397313,0.07078192,-0.08571546,0.3152031,-0.1905927,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,181,9.05,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.2937317,-0.2489777,-0.983078,12.7795,5.933563,-46.6402,299.1457,308.4775,10,-0.4389971,0.06957348,-0.6941122,-3.131646,-0.06251376,0.1447034,-0.03937184,0.05200801,-0.6403986,-0.3689813,0.07126194,-0.05486469,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,182,9.1,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.1251678,-0.1560516,-1.123184,12.08131,6.003113,-46.37012,301.2234,310.5552,10,-0.5471712,-0.100354,-0.3350608,3.117181,-0.05504233,0.1235291,-0.5531178,-0.008111815,-0.4304231,-0.1172186,-0.127563,-0.05380066,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,183,9.150001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.02105713,0.1382751,-0.905777,11.48782,7.15097,-46.53894,302.8765,312.2083,10,0.1334297,-0.01471077,-0.2348117,3.102364,-0.06263132,0.1107218,0.1250948,-0.09464061,-0.1904397,0.05479134,0.2419807,-0.03973408,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,184,9.2,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.05000305,-0.07008362,-0.6620483,11.62746,7.707489,-46.74152,301.8602,311.192,10,0.2121903,0.1702487,-0.3113182,3.091829,-0.05893563,0.1209117,0.2607405,0.1496642,-0.2946775,0.07141093,0.1301235,0.2661678,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,185,9.25,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.06893921,-0.1874237,-0.6160126,11.97656,7.359619,-46.80902,302.5213,311.8531,10,0.04441274,0.1338633,-0.307296,3.076402,-0.04793634,0.1340936,0.1444925,0.1494737,-0.2868932,-0.02372495,-0.02805106,0.3855449,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,186,9.3,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.01664734,-0.2389679,-0.7796478,12.43039,7.185699,-47.04535,300.6626,309.9944,10,-0.2485624,0.002058091,-0.351912,3.062917,-0.04186316,0.1337246,-0.1673564,0.04593933,-0.3136189,0.05235681,-0.09335821,0.2627259,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,187,9.35,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.1086426,-0.1769409,-1.041412,12.46529,7.49881,-46.33636,301.1096,310.4414,10,-0.2432233,0.08628429,-0.3969732,3.042739,-0.03801376,0.1234106,-0.2213375,0.06103889,-0.4070534,-0.03851735,-0.06409728,0.005334251,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,188,9.400001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.07281494,-0.1430817,-1.342148,12.63985,8.368378,-46.10004,302.5039,311.8357,10,-0.05311382,0.1213634,-0.1168675,3.031688,-0.03294413,0.1197137,-0.01407208,0.1582277,-0.2298475,-0.04931356,-0.01816053,-0.1617028,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,189,9.45,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.05487061,-0.019104,-1.351761,12.04639,7.707489,-45.99875,302.9116,312.2434,10,0.01547297,-0.03931305,-0.2124257,3.02216,-0.03088291,0.1182819,0.01031736,-0.1437063,-0.175177,-0.07259397,-0.001592081,-0.2452079,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,190,9.5,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.01643372,-0.08001709,-1.007858,12.32565,6.664001,-46.26886,301.4799,310.8117,10,0.450723,-0.1176257,-0.07298606,3.015697,-0.02530881,0.1321579,0.3449188,0.2088634,-0.08176325,0.06057738,0.1041093,-0.6595808,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:46.,191,9.55,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.1704865,-0.00982666,-1.094757,11.76707,5.481384,-46.4039,301.8419,311.1737,10,0.4212538,-0.2335209,-0.3300424,3.009693,-0.03260441,0.1605543,0.6325867,-0.27995,-0.243457,0.1676774,0.3411093,-0.06862264,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,192,9.6,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.01928711,-0.2483215,-0.9588623,11.97653,5.272644,-46.47141,302.1512,311.4831,10,-0.4697968,0.02847825,-0.2723487,2.995469,-0.0359922,0.1692506,-0.1307755,-0.008150552,-0.3542528,0.08866239,-0.1282024,0.05979517,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,193,9.650001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.2515564,-0.05961609,-1.128357,11.48781,5.203094,-46.4039,303.2363,312.5681,10,-0.5125339,-0.2774577,0.5179108,2.988935,-0.03106104,0.1350041,-0.5303039,-0.1815067,0.3486893,0.1914638,-0.02966652,-0.02862015,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,194,9.7,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.08621216,0.1564941,-0.98909,11.31325,5.933563,-46.1676,303.2132,312.545,10,0.1138398,-0.1303047,0.4894706,3.015264,-0.04778428,0.1203915,-0.0865982,-0.3038042,0.6599787,0.2014426,0.1958303,-0.1251775,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,195,9.75,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.1440735,-0.1070404,-0.6880341,10.7896,5.759583,-46.20139,301.1926,310.5244,10,0.217037,0.1068921,0.2207233,3.041209,-0.05508232,0.1287201,0.2728446,0.09112287,0.3001687,-0.052182,0.1702656,0.2116279,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,196,9.8,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.008728027,-0.1763763,-0.6961365,11.06886,5.063904,-46.26895,300.1061,309.4379,10,0.04949032,0.01061749,0.1537161,3.050091,-0.05277452,0.1383895,0.1801353,0.03691155,0.1524391,-0.06393472,0.000680105,0.2971202,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,197,9.85,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.03244019,-0.2235718,-0.8054199,11.13867,4.298645,-45.59372,298.9996,308.3315,10,-0.2680181,0.06352971,0.1999714,3.060123,-0.05250248,0.1396911,-0.1391117,0.06419188,0.2157186,0.1002155,-0.06233141,0.2286101,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,198,9.900001,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.05978394,-0.0584259,-1.017181,11.17358,4.333466,-45.15482,297.7847,307.1165,10,-0.09942779,-0.04913373,0.1869558,3.073021,-0.05374514,0.1231417,-0.1209767,-0.06423884,0.2151922,0.08460827,0.02029169,0.05691261,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,199,9.95,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.008102417,-0.08932495,-1.183167,10.92921,4.646545,-44.85101,297.7317,307.0635,10,-0.1087904,0.02422278,0.1273569,3.080623,-0.05493728,0.1214997,-0.003731492,0.0434173,0.1368392,0.0819249,0.06260728,-0.1470532,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,200,10,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.02128601,-0.09671021,-1.191132,11.24342,4.611725,-44.88474,296.9868,306.3186,10,0.02109064,-0.02335299,0.112615,3.085052,-0.05439521,0.1197354,-0.06750648,0.002453338,0.153571,0.03460047,0.02431093,-0.2074807,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,201,10.05,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.1386414,-0.1362,-1.076935,11.38306,3.916077,-45.08728,295.0989,304.4307,10,0.1964928,0.03986645,0.174983,3.08592,-0.04904879,0.1304967,0.1311545,0.1704072,-0.08409846,-0.08174359,0.09329197,-0.4201107,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,202,10.1,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.2381592,0.06011963,-1.116928,11.73216,2.872559,-45.15479,293.8375,303.1693,10,0.3942336,-0.1171964,-0.2509622,3.094311,-0.0493421,0.1509034,0.6187466,-0.08918557,0.009329115,0.1283362,0.213045,-0.09449201,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,203,10.15,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.2488251,-0.4638367,-0.9811401,11.38307,2.942139,-44.95224,295.5114,304.8432,10,-0.9410027,-0.1446001,-0.5486344,3.076403,-0.05230923,0.1525979,-0.5515975,-0.1401561,-0.5906063,-0.3936652,-0.1382158,0.004865112,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,204,10.2,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.1223755,0.08587646,-1.185547,10.54521,3.707367,-44.8172,295.396,304.7278,10,-0.3727376,-0.01142896,-0.164051,3.04895,-0.05557008,0.1114373,-0.5668425,-0.07514596,-0.2634901,-0.06240251,-0.04478376,-0.116181,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,205,10.25,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.05737305,0.1766663,-0.8992462,9.812088,4.646515,-44.71594,296.9599,306.2917,10,0.3965386,0.0991154,0.01515232,3.046464,-0.05384304,0.1093488,0.29028,0.08597979,0.04167792,0.07028027,0.3761293,-0.1423466,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,206,10.3,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.005493164,-0.1668243,-0.5800323,9.637543,4.403046,-44.8172,295.8269,305.1587,10,0.2028908,0.08856555,-0.1007306,3.047558,-0.04878721,0.1310269,0.32579,0.09417484,-0.06570617,0.1216378,0.1492375,0.2454366,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,207,10.35,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.03132629,-0.2385101,-0.6405487,9.881927,4.298706,-44.64841,297.0337,306.3655,10,0.005826198,0.03041836,-0.177749,3.043117,-0.04446366,0.1403778,0.1510734,0.06637381,-0.1330635,-0.005579292,-0.06834997,0.4371979,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,208,10.4,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.06950378,-0.2443542,-0.8865814,10.23103,4.090027,-44.10828,297.1847,306.5165,10,-0.2825558,0.001150486,-0.3182683,3.032078,-0.04179461,0.140002,-0.1791649,-0.000398056,-0.2833255,0.00539341,-0.1113399,0.2888047,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,209,10.45,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.05171204,-0.1439667,-1.178741,10.58014,4.090027,-44.44589,296.1224,305.4542,10,-0.1771623,0.08579054,-0.1693936,3.018405,-0.03921949,0.1284526,-0.3189826,0.03505259,-0.2601279,-0.03179231,-0.1067026,0.05708447,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,210,10.5,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.04475403,-0.2352905,-1.243301,10.71977,4.020447,-44.5134,295.4417,304.7735,10,-0.0577392,0.1434288,-0.02756638,3.01077,-0.03247083,0.1240236,0.0339475,0.1553966,-0.05680181,-0.04163679,-0.007977426,-0.3021495,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:47.,211,10.55,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.036026,-0.1380005,-1.345306,11.06888,4.159576,-43.63562,295.7684,305.1002,10,0.1066378,0.1199565,-0.1026396,3.009879,-0.0272925,0.1247595,0.1257723,0.08373565,-0.04265335,-0.01148195,-0.08035206,-0.2191252,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:48.,212,10.6,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,-0.03923035,-0.2039642,-1.061264,10.96416,4.333527,-42.52155,297.6078,306.9396,10,-0.1617127,0.01605167,-0.09406525,3.004439,-0.01876732,0.1359706,0.09422479,0.1340696,-0.1228221,-0.009345833,-0.03667389,-0.3545581,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:48.,213,10.65,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.01011658,0.08409119,-1.130005,10.68486,3.429108,-42.38651,294.9635,304.2953,10,0.2617024,0.05381396,-0.1666992,2.998977,-0.02627364,0.1402863,0.3412838,-0.06243074,-0.1676816,0.2127496,0.3081616,-0.07638888,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24:48.,214,10.7,40.4438,-79.94635,273.2583,-1,-1,10,65,1511130274,0.1682587,-0.1041718,-1.03418,10.26593,3.220428,-42.79166,295.352,304.6838,10,-0.2009568,0.1312792,0.0272452,2.993265,-0.01986655,0.1498471,0.07741422,0.2025761,-0.1039398,0.05685882,0.08304854,-0.03139022,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
