time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,en0,pdp_ip0,DeviceOrientation,Event
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:49.,1449,72.45,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.2319946,0.1411896,-1.205048,9.113449,-23.23688,-43.37933,200.5517,209.8835,25,0.396733,-0.3453782,0.4642859,-1.691298,-0.1270972,0.03661986,0.4192885,-0.2890239,0.663514,0.2378001,0.1263181,-0.1864959,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:49.,1450,72.5,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.08688354,-0.1843262,-1.095627,7.961533,-23.61938,-43.41309,199.9558,209.2876,25,-0.6163117,0.04326439,-0.1391259,-1.681627,-0.1398514,0.04400244,-0.2047569,-0.1592193,-0.1407069,-0.2283843,-0.0760374,-0.04337558,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:49.,1451,72.55,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.07553101,0.1072693,-1.244965,7.158691,-23.79327,-43.17685,198.9764,208.3082,25,-0.4449306,0.342511,0.4744312,-1.6853,-0.1339656,0.0149339,-0.5362483,0.289787,0.3218209,0.08281488,-0.06996656,-0.1960059,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1452,72.6,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.09228516,0.2256317,-1.042465,7.193604,-23.34116,-43.00812,196.9729,206.3047,25,0.3943188,0.2471967,0.6344222,-1.659796,-0.1189563,0.004177761,0.1512731,0.3302895,0.726849,0.133659,0.1959655,-0.198726,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1453,72.65,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.114624,-0.02201843,-0.723114,6.600189,-24.4888,-42.36688,194.2873,203.6192,25,0.5373263,0.09679179,0.3748985,-1.625221,-0.1068882,0.02703146,0.6304051,0.152467,0.4343561,0.2342092,0.1852618,0.06196859,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1454,72.7,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1318817,-0.2124176,-0.6227112,6.18132,-25.46249,-42.23187,193.0882,202.4201,25,0.2103999,-0.09087345,0.4173461,-1.606946,-0.1054683,0.04653196,0.3599076,-0.008862777,0.3730844,0.2322952,-0.103082,0.3693588,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1455,72.75,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1017456,-0.2373199,-0.768219,5.867157,-25.70593,-41.86066,192.6415,201.9733,25,0.09920781,-0.08134093,0.4130315,-1.582595,-0.1118108,0.05748705,0.1883415,-0.1111623,0.4257195,0.2482039,-0.1720368,0.3300657,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1456,72.8,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.05473328,-0.2232208,-1.01825,5.378479,-26.19281,-41.72565,191.9491,201.2809,25,0.00339846,-0.08904172,0.4209683,-1.559777,-0.1168714,0.05763378,-0.02772775,-0.07994174,0.4037792,0.2075069,-0.1749573,0.1248453,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1457,72.85,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.02626038,-0.2056427,-1.220871,4.401108,-26.40149,-41.86066,189.4977,198.8295,25,0.118814,0.006482134,0.5130545,-1.534041,-0.1220536,0.05705095,0.1014154,-0.01871913,0.5601479,0.1554272,-0.162554,-0.03905293,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1458,72.9,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.003143311,-0.1033783,-1.345673,3.353943,-27.02744,-41.59067,186.8017,196.1336,25,0.3884071,-0.1461777,0.4705936,-1.504969,-0.1255386,0.06454889,0.3417954,-0.1198252,0.4858651,0.1093692,-0.1029154,-0.2832817,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1459,72.95,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.0342865,-0.2876892,-1.117004,3.179428,-27.61865,-40.74695,186.4633,195.7951,25,0.4049369,0.3570399,0.6122381,-1.480947,-0.1303299,0.08682016,0.7923158,0.1425063,0.4909314,0.1389475,-0.003269952,-0.4091882,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1460,73,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1393433,0.05555725,-1.03981,3.5634,-28.7663,-40.7132,187.0413,196.3731,25,0.1091193,0.08480197,0.6407446,-1.459416,-0.1223591,0.1007995,0.2882752,0.2691923,0.6602444,0.142278,-0.1857938,0.0406318,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1461,73.05,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.3078766,-0.02113342,-1.039185,3.772827,-29.87915,-41.1857,186.7644,196.0962,25,-0.1654305,0.6444115,0.9484225,-1.414121,-0.1118642,0.1075912,0.06391152,0.5155419,0.7641798,0.2811363,0.1175461,-0.1265595,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1462,73.1,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.4360046,-0.1162415,-1.05304,2.795471,-30.50513,-41.65817,182.911,192.2428,25,-0.5746721,0.3392169,1.597574,-1.356637,-0.08431926,0.0921558,-0.3923576,0.4758599,1.42395,0.5088803,0.06716885,-0.1449575,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1463,73.15,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.15625,0.1356201,-0.9506683,0.9454651,-29.98349,-41.89441,177.3948,186.7266,25,-0.3493332,-0.2759884,1.700742,-1.283059,-0.08357297,0.06096786,-0.5730311,-0.123411,1.849767,0.4327927,-0.01795785,-0.01879992,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1464,73.2,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.008529663,0.1619263,-0.8349152,-0.9394684,-29.77481,-41.89441,173.876,183.2078,25,0.2426409,0.002070874,1.392356,-1.195067,-0.09975231,0.04392363,0.1982168,-0.1059577,1.446914,0.1420782,0.261393,0.1163378,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1465,73.25,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.04580688,-0.09593201,-0.7007446,-3.103638,-29.63571,-41.7594,169.8592,179.191,25,0.1477303,0.1727324,1.434543,-1.134188,-0.09949107,0.05092865,0.2818882,0.1449219,1.360472,0.1024178,0.07464932,0.237417,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1466,73.3,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1681366,-0.2014465,-0.8819733,-4.988571,-29.1489,-41.8269,165.6233,174.9551,25,-0.0973159,0.1651858,1.58542,-1.053162,-0.09411868,0.05185912,0.03536149,0.1923239,1.572622,0.2050137,-0.1206342,0.222675,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1467,73.35,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1503143,-0.1100159,-1.071472,-5.861237,-28.90546,-41.5907,163.2777,172.6095,25,-0.1318867,-0.05928223,1.597104,-0.9836128,-0.09275673,0.04118645,-0.1424092,0.02045282,1.641244,0.2755439,-0.147729,0.07432456,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1468,73.4,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.03096008,-0.1109161,-1.19899,-7.711243,-28.45331,-41.62445,159.3583,168.6901,25,0.09222846,-0.07600289,1.396666,-0.8986733,-0.09948145,0.03193408,0.1220759,-0.09800778,1.469293,0.2423943,-0.05141486,-0.1637157,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1469,73.45,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.009140015,-0.05577087,-1.287827,-9.526352,-28.52289,-42.02942,156.1162,165.448,25,-0.07966474,-0.02444036,1.285464,-0.8400226,-0.1027169,0.03095858,0.04232954,0.01378587,1.271346,0.1214844,-0.09911229,-0.1779886,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1470,73.5,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.01818848,-0.1112213,-0.9359436,-10.99239,-27.75781,-41.55698,152.9456,162.2775,25,0.2460324,0.2267634,1.251183,-0.7706902,-0.1003798,0.03037279,0.3802319,0.2697668,1.233488,-0.005532513,-0.08901665,-0.5455928,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:50.,1471,73.55,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.3347778,-0.2302094,-1.046982,-12.59805,-27.27097,-41.01703,148.8163,158.1481,25,0.6012043,-0.2029606,0.6521482,-0.6984777,-0.1010154,0.05187108,0.8843644,-0.1635261,1.116308,0.01576239,0.1009201,-0.2067227,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1472,73.6,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.210495,-0.4359131,-0.9853973,-14.12251,-26.36923,-40.31201,144.814,154.1458,25,-0.3478842,-0.1324694,0.1375469,-0.6691992,-0.111319,0.07214575,0.01794249,-0.1781889,0.2714479,-0.1806273,-0.3826135,0.06341449,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1473,73.65,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1155701,-0.05020142,-1.185852,-15.03009,-25.8129,-40.64948,143.5458,152.8776,25,-0.7365947,0.4856099,0.5591035,-0.6610035,-0.1060802,0.02665011,-0.8276259,0.3876362,0.4428461,-0.08736301,-0.1956736,-0.1354146,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1474,73.7,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.05621338,0.1186371,-0.9786987,-15.20462,-24.52628,-41.08823,142.165,151.4968,25,0.2614543,0.4572791,0.6605015,-0.634378,-0.08466528,0.005409205,-0.0732591,0.4910257,0.7295491,0.09350458,0.1113357,-0.08443761,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1475,73.75,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1315918,-0.1333618,-0.6447906,-15.37917,-24.28284,-41.32443,139.8603,149.1921,25,0.3515474,0.2793022,0.5458111,-0.5984995,-0.06261924,0.02123616,0.4650265,0.3200619,0.5690933,0.1880067,0.02504926,0.2075318,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1476,73.8,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1451111,-0.3294983,-0.5719147,-15.48389,-24.66531,-41.29071,137.9484,147.2803,25,-0.08133241,0.0644951,0.6348952,-0.5728907,-0.05348248,0.03191344,0.1190279,0.1472217,0.6041124,0.2209408,-0.2755108,0.449554,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1477,73.85,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.02676392,-0.3697815,-0.7886047,-16.00751,-23.72644,-41.66196,135.2865,144.6183,25,-0.4309301,-0.06318004,0.5017124,-0.5392115,-0.05216064,0.02547796,-0.2848817,-0.0226885,0.574733,0.1028098,-0.3190377,0.3707676,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1478,73.9,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.001586914,-0.256012,-1.081848,-16.77544,-22.26596,-41.99945,133.4777,142.8095,25,-0.5769837,-0.1792041,0.4010814,-0.5205484,-0.05641778,0.003554217,-0.5981326,-0.1531421,0.4067284,0.07039507,-0.3210613,0.1236773,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1479,73.95,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.2050476,-0.2689667,-1.273926,-17.78773,-20.70114,-42.57318,130.0625,139.3943,25,-0.1652539,0.128619,0.2764105,-0.4997245,-0.06249399,-0.01891817,-0.1656685,0.04335603,0.346727,-0.04929796,-0.1995506,-0.2188208,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1480,74,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.08570862,-0.1022491,-1.319641,-18.2415,-20.5968,-42.74191,129.3377,138.6695,25,-0.1843054,0.07133623,0.1883385,-0.4901453,-0.05509326,-0.02668696,-0.2042605,0.1584637,0.1804248,-0.1242145,-0.3087883,-0.2492483,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1481,74.05,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1011047,-0.2207947,-0.9062653,-18.59058,-19.97089,-43.07941,127.9822,137.314,25,0.06640858,0.6371354,0.09299359,-0.4805332,-0.04585956,-0.02785994,0.3303242,0.4420198,0.1315026,-0.07185008,-0.1082549,-0.5633592,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1482,74.1,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.2365417,0.1698456,-1.228973,-17.68303,-19.48407,-43.75439,127.3091,136.6409,25,0.1099952,0.03683951,-0.1457519,-0.4765,-0.023296,-0.03023625,-0.1339522,0.2775187,0.07395245,0.05906511,-0.1089823,0.133015,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1483,74.15,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.2382355,0.01260376,-1.100113,-16.9151,-19.76227,-43.95685,127.682,137.0139,25,0.05219636,0.2560608,-0.04435175,-0.4824785,-0.01693642,-0.02187844,0.1875733,0.2294063,-0.101608,0.2322026,0.000111219,-0.1644605,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1484,74.2,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.3148346,-0.1058197,-1.046631,-16.2868,-20.24908,-44.15933,128.2141,137.5459,25,-0.3979045,0.07087044,0.4118754,-0.4799295,-0.006907696,-0.02052868,-0.1034539,0.177124,0.1954284,0.274408,-0.009556165,-0.1369075,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1485,74.25,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1512146,0.09272766,-0.9592896,-16.77548,-20.04044,-44.36182,127.1578,136.4896,25,-0.3726607,-0.348252,0.7063556,-0.4531749,-0.007150843,-0.04006356,-0.405771,-0.2524572,0.6983258,0.2850381,-0.07952733,-0.03781529,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1486,74.3,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.00869751,0.03616333,-0.7594147,-17.78775,-18.96246,-44.39557,124.4445,133.7764,25,0.2166253,-0.3340248,0.4341845,-0.4180363,-0.02759297,-0.04612342,0.1802493,-0.400681,0.5138747,0.11806,0.06607556,0.1024839,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1487,74.35,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.0138092,-0.1009827,-0.6542969,-18.80003,-18.37131,-44.36185,122.4975,131.8293,25,0.1869848,-0.1298161,0.2723679,-0.397667,-0.03957404,-0.02902753,0.3479275,-0.1408228,0.2961566,0.03890618,-0.0539258,0.3116623,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1488,74.4,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.06082153,-0.2176666,-0.7523804,-19.63779,-18.9277,-43.95685,121.3316,130.6634,25,-0.1399188,-0.1146557,0.4069574,-0.3804252,-0.04660799,-0.02071477,-0.02864828,-0.1337963,0.3773209,0.09884247,-0.2318034,0.2837644,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1489,74.45,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.105896,-0.1647339,-0.9941864,-20.47556,-19.06674,-43.75436,120.6498,129.9816,25,-0.08203335,-0.004014981,0.3693341,-0.3617407,-0.04944089,-0.02528165,-0.06643157,-0.01249679,0.4393969,0.0936707,-0.1658429,0.1216431,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1490,74.5,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1020966,-0.1770477,-1.111298,-20.44064,-18.26697,-43.85565,119.6889,129.0207,25,-0.186197,-0.08621851,0.23254,-0.3459784,-0.04961591,-0.02797645,-0.06655793,-0.03698774,0.2896553,0.1736148,-0.2077671,-0.02533361,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:51.,1491,74.55,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.04043579,0.002090454,-1.54892,-21.31331,-17.81488,-43.55188,117.4442,126.776,25,0.1738898,-0.2067457,0.06236298,-0.3356663,-0.0589968,-0.03775549,-0.166055,-0.315903,0.1791497,0.1782901,-0.1202966,-0.2167609,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1492,74.6,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.02207947,-0.08668518,-1.048187,-22.08124,-17.46716,-43.95688,116.1915,125.5233,25,-0.05468375,0.006648581,0.144669,-0.3323637,-0.06441684,-0.0302669,0.006587875,0.08687188,0.04057813,-0.07977644,-0.2006572,-0.2604962,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1493,74.65,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.3626556,-0.1437531,-1.082794,-22.56993,-18.02353,-44.29437,115.2609,124.5927,25,0.282376,-0.3873781,-0.1766818,-0.3221303,-0.04758977,0.01588628,0.465196,-0.3507563,0.1890145,-0.04922069,0.03061034,-0.2377542,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1494,74.7,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1941223,-0.2710114,-0.9971771,-22.535,-17.98874,-44.4631,114.7087,124.0405,25,-0.6461071,-0.1630603,-0.4779543,-0.3351455,-0.06579593,0.02265461,-0.4136549,-0.2345272,-0.4824857,-0.2394289,-0.2807073,0.02371849,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1495,74.75,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.2024689,0.01847839,-1.079437,-23.09351,-18.33649,-43.85562,115.7252,125.057,25,-0.7210267,0.07963091,-0.1048526,-0.3539219,-0.06978711,-0.007229946,-0.8188345,0.004920559,-0.2502634,-0.1427042,-0.1993075,-0.04626819,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1496,74.8,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.05715942,0.1842957,-0.8987732,-23.19824,-17.67578,-43.82187,117.5996,126.9314,25,0.04624233,0.01057914,-0.01548921,-0.3588401,-0.06690136,-0.03499166,-0.1145787,0.01957274,0.03292156,-0.01898963,0.1444588,-0.09055535,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1497,74.85,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.04928589,-0.05580139,-0.6621246,-22.56995,-17.67578,-44.29437,119.074,128.4058,25,0.2274673,0.08828379,-0.2625222,-0.3619805,-0.0658358,-0.02499187,0.3489874,0.04959003,-0.1917119,-0.009580195,0.1200455,0.1709534,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1498,74.9,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.02662659,-0.2008667,-0.6813965,-21.80202,-17.67578,-44.6319,120.6834,130.0152,25,-0.05515833,0.07372535,-0.1492944,-0.3737856,-0.06099302,-0.01252728,0.06418131,0.09853281,-0.1851279,0.05672374,-0.1651148,0.3786011,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1499,74.95,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.0473175,-0.147049,-0.8665161,-21.48784,-17.78012,-44.53061,120.7059,130.0377,25,-0.3110026,-0.06937028,-0.1126759,-0.3788227,-0.05948747,-0.01569602,-0.1850365,-0.006725436,-0.0833835,0.02834766,-0.2151125,0.2883914,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1500,75,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1805878,-0.1231537,-1.157593,-21.45294,-17.60626,-44.90186,121.3259,130.6577,25,-0.1988553,0.02979545,-0.1499322,-0.3854396,-0.06215315,-0.0274225,-0.1753697,-0.01416231,-0.1376753,0.01600824,-0.150527,-0.02949729,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1501,75.05,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1629791,-0.169632,-1.217514,-21.45294,-17.74536,-45.30685,121.7945,131.1263,25,-0.08932269,0.3048837,-0.2254568,-0.3964093,-0.05040766,-0.0324837,-0.03561731,0.3241894,-0.1951811,-0.1540623,-0.2157513,-0.2466244,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1502,75.1,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.098526,-0.08413696,-1.463501,-20.99915,-17.98877,-45.20557,122.0097,131.3415,25,-0.06631857,0.2215441,-0.3917182,-0.4045801,-0.0421016,-0.03334047,-0.04257376,0.1996003,-0.3094673,-0.1118954,-0.1752563,-0.2299723,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1503,75.15,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.195694,0.2674103,-1.025421,-19.77742,-18.23218,-44.76685,122.8283,132.1601,25,-0.09469109,0.1142387,-0.5267506,-0.4361253,-0.01716774,-0.03076391,-0.1218842,0.2686268,-0.525347,0.07736996,-0.04920693,0.02432766,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1504,75.2,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.1931763,0.05033875,-1.123749,-17.64813,-19.10153,-45.20557,126.2314,135.5632,25,0.3306405,0.02502386,-0.3764437,-0.459637,-0.01843607,-0.02121635,0.4788806,-0.1019601,-0.5516108,0.2133314,0.2616832,-0.3351575,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1505,75.25,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.2483368,-0.08827209,-1.066132,-16.77548,-19.69272,-45.30685,127.3963,136.7281,25,-0.05999037,-0.0165116,0.1544098,-0.4747234,-0.01747679,-0.003884298,0.1146405,0.03585399,-0.008116261,0.2260176,-0.02581117,-0.0694199,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1506,75.3,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,0.03883362,-0.04623413,-0.9954681,-16.77547,-19.83185,-45.03687,125.9835,135.3153,25,-0.3500294,-0.4876933,0.7663289,-0.4585622,-0.02350598,-0.01037359,-0.313765,-0.3216991,0.643576,0.2501414,-0.1626256,-0.05715377,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1507,75.35,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1465759,0.09877014,-0.8585205,-17.36888,-19.58841,-44.8006,125.1068,134.4386,25,0.2227902,-0.442762,0.5386376,-0.4190661,-0.04979578,-0.02117048,0.1291381,-0.5247794,0.6446443,-0.03275548,0.08297234,0.04417568,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1508,75.4,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.1570129,-0.06521606,-0.6990204,-18.38116,-19.69275,-43.95688,125.6749,135.0067,25,0.4345917,-0.09535129,0.2857369,-0.4029772,-0.06112685,-0.01067468,0.4602417,-0.2101975,0.3611645,-0.1189531,0.05446529,0.1723919,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25:52.,1509,75.45,40.44426,-79.94644,272.9442,-1,-1,10,65,1511130325,-0.02000427,-0.2440948,-0.6977081,-18.52078,-19.83182,-43.8219,124.7801,134.1119,25,-0.1222306,0.09401598,0.233311,-0.3866237,-0.05966348,0.009977669,0.06914705,0.08761212,0.2125363,0.001489131,-0.208742,0.3388997,128.237.254.209,0.0.0.0,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
